artist,album,0,ignored tags,image,listeners,mbid,playcount,release-date,tags,url,MA_score,MA_artist,MA_album
Blind Guardian,Beyond the Red Mirror,,['2015'],"[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/0898c36cc3a948f7c89bacda32ce76eb.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/0898c36cc3a948f7c89bacda32ce76eb.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/0898c36cc3a948f7c89bacda32ce76eb.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/0898c36cc3a948f7c89bacda32ce76eb.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/0898c36cc3a948f7c89bacda32ce76eb.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/0898c36cc3a948f7c89bacda32ce76eb.png', 'size': ''}]",54270,4e9772d7-04c9-471d-b9e4-f5f90724b8ee,1309719,2015-01-28,"['power metal', 'symphonic metal', 'progressive metal', 'heavy metal']",https://www.last.fm/music/Blind+Guardian/Beyond+the+Red+Mirror,16.680000000000003,Blind Guardian,Beyond the Red Mirror
Obituary,Slowly We Rot,,"['old school death metal', '1989', 'albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/62e369deba9ff8d8ce4f84c4518b5962.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/62e369deba9ff8d8ce4f84c4518b5962.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/62e369deba9ff8d8ce4f84c4518b5962.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62e369deba9ff8d8ce4f84c4518b5962.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62e369deba9ff8d8ce4f84c4518b5962.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62e369deba9ff8d8ce4f84c4518b5962.png', 'size': ''}]",54244,44953b6c-49d6-4417-abfb-ab89e03f7c27,1251240,1989,['death metal'],https://www.last.fm/music/Obituary/Slowly+We+Rot,14.23,Obituary,Slowly We Rot
Carcass,Reek of Putrefaction,,"['1988', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/15fec8a272284e2bce66ff3017bf13e0.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/15fec8a272284e2bce66ff3017bf13e0.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/15fec8a272284e2bce66ff3017bf13e0.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/15fec8a272284e2bce66ff3017bf13e0.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/15fec8a272284e2bce66ff3017bf13e0.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/15fec8a272284e2bce66ff3017bf13e0.png', 'size': ''}]",54171,9fe5884e-d9aa-3941-841f-4aa6f1510c01,1627406,1988-06,"['goregrind', 'grindcore', 'death metal']",https://www.last.fm/music/Carcass/Reek+of+Putrefaction,16.810000000000002,Carcass,Reek of Putrefaction
Testament,Dark Roots of Earth,,"['2012', 'metal', 'albums i own', 'jesus i want to vomit']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/e49cf5a6060a46478ca5ece1759bbe11.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/e49cf5a6060a46478ca5ece1759bbe11.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/e49cf5a6060a46478ca5ece1759bbe11.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e49cf5a6060a46478ca5ece1759bbe11.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e49cf5a6060a46478ca5ece1759bbe11.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e49cf5a6060a46478ca5ece1759bbe11.png', 'size': ''}]",54065,47fc3828-115c-4292-9738-c18e3aaa34ad,1356571,2012-07-27,['thrash metal'],https://www.last.fm/music/Testament/Dark+Roots+of+Earth,14.13,Testament,Dark Roots of Earth
Obituary,Cause of Death,,"['albums i own', 'old school death metal', '1990']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/3205bdfb7a894f22a795a014b36d601b.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/3205bdfb7a894f22a795a014b36d601b.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/3205bdfb7a894f22a795a014b36d601b.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3205bdfb7a894f22a795a014b36d601b.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3205bdfb7a894f22a795a014b36d601b.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3205bdfb7a894f22a795a014b36d601b.png', 'size': ''}]",54005,c67cb3d5-6db3-4c8a-89d7-00d67030c8f5,1089506,1990-09-19,"['death metal', 'thrash metal']",https://www.last.fm/music/Obituary/Cause+of+Death,23.130000000000003,Obituary,Cause of Death
Megadeth,Rust In Peace,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/f44439fb07e7eb98071ac1e311e50ade.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/f44439fb07e7eb98071ac1e311e50ade.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/f44439fb07e7eb98071ac1e311e50ade.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f44439fb07e7eb98071ac1e311e50ade.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f44439fb07e7eb98071ac1e311e50ade.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f44439fb07e7eb98071ac1e311e50ade.png', 'size': ''}]",537955,2b904e74-daba-397c-a151-bafb125ceb44,12969869,1990-09-21,"['thrash metal', 'speed metal', 'heavy metal']",https://www.last.fm/music/Megadeth/Rust+In+Peace,30.739999999999995,Megadeth,Rust in Peace
Bolt Thrower,Mercenary,,"['albums i own', 'old school death metal', '1998', 'brutal death metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/10479246dbd14c839c3da4fda3dc66c7.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/10479246dbd14c839c3da4fda3dc66c7.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/10479246dbd14c839c3da4fda3dc66c7.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/10479246dbd14c839c3da4fda3dc66c7.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/10479246dbd14c839c3da4fda3dc66c7.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/10479246dbd14c839c3da4fda3dc66c7.png', 'size': ''}]",53784,03e57137-2148-47a5-91dc-b1b1712c29a6,1060728,1998-11-21,['death metal'],https://www.last.fm/music/Bolt+Thrower/Mercenary,9.66,Bolt Thrower,Mercenary
Metal Church,Metal Church,,"['1984', 'albums i own', 'megadeth']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/6971d5666c024a3dd5d965c8be4fdd0b.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/6971d5666c024a3dd5d965c8be4fdd0b.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/6971d5666c024a3dd5d965c8be4fdd0b.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6971d5666c024a3dd5d965c8be4fdd0b.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6971d5666c024a3dd5d965c8be4fdd0b.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6971d5666c024a3dd5d965c8be4fdd0b.png', 'size': ''}]",53662,8776b731-b12e-48c9-930b-dd38854421e9,782711,1984,"['thrash metal', 'heavy metal']",https://www.last.fm/music/Metal+Church/Metal+Church,15.65,Metal Church,Metal Church
Anthrax,Worship Music,,"['2011', 'metal', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/105fd15ad021565d2008e3c1000d5ae4.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/105fd15ad021565d2008e3c1000d5ae4.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/105fd15ad021565d2008e3c1000d5ae4.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/105fd15ad021565d2008e3c1000d5ae4.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/105fd15ad021565d2008e3c1000d5ae4.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/105fd15ad021565d2008e3c1000d5ae4.png', 'size': ''}]",53164,7ff9fc01-4576-4ab8-b9e9-ce582adf8684,1462139,2011-09-13,"['thrash metal', 'heavy metal']",https://www.last.fm/music/Anthrax/Worship+Music,9.87,Anthrax,Worship Music
Suffocation,Pierced From Within,,"['brutal death metal', '1995', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/40f9f2766f881178233c6cafe9d077cc.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/40f9f2766f881178233c6cafe9d077cc.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/40f9f2766f881178233c6cafe9d077cc.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/40f9f2766f881178233c6cafe9d077cc.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/40f9f2766f881178233c6cafe9d077cc.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/40f9f2766f881178233c6cafe9d077cc.png', 'size': ''}]",53159,c09ec022-2459-444a-8f59-ea363df28575,977074,1995-05-23,"['death metal', 'technical death metal']",https://www.last.fm/music/Suffocation/Pierced+From+Within,19.71,Suffocation,Pierced from Within
Manowar,Hail to England,,"['1984', 'metal', '80s']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/664287cf0021d403009dcfa03cf7a3ad.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/664287cf0021d403009dcfa03cf7a3ad.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/664287cf0021d403009dcfa03cf7a3ad.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/664287cf0021d403009dcfa03cf7a3ad.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/664287cf0021d403009dcfa03cf7a3ad.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/664287cf0021d403009dcfa03cf7a3ad.png', 'size': ''}]",52995,8f787404-ba9d-3be6-a8da-e91deed371cb,901823,1984-07,"['heavy metal', 'power metal']",https://www.last.fm/music/Manowar/Hail+to+England,12.05,Manowar,Hail to England
Vital Remains,Dechristianize,,"['brutal death metal', '2003', 'old school death metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/495ff8aa7087c6c6c5761ca8adbb9328.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/495ff8aa7087c6c6c5761ca8adbb9328.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/495ff8aa7087c6c6c5761ca8adbb9328.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/495ff8aa7087c6c6c5761ca8adbb9328.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/495ff8aa7087c6c6c5761ca8adbb9328.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/495ff8aa7087c6c6c5761ca8adbb9328.png', 'size': ''}]",52777,72048bcc-a8a8-4c06-82fd-ac6a3007e516,921972,2003-08-22,"['death metal', 'technical death metal']",https://www.last.fm/music/Vital+Remains/Dechristianize,15.45,Vital Remains,Dechristianize
Dark Funeral,The Secrets of the Black Arts,,"['swedish black metal', 'albums i own', '1996', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/de6fdfac7d36570a7e44d5f5c2001e75.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/de6fdfac7d36570a7e44d5f5c2001e75.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/de6fdfac7d36570a7e44d5f5c2001e75.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/de6fdfac7d36570a7e44d5f5c2001e75.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/de6fdfac7d36570a7e44d5f5c2001e75.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/de6fdfac7d36570a7e44d5f5c2001e75.png', 'size': ''}]",52709,4ef02f4f-a473-4bc6-91ff-317808bd23ca,916663,1996-01-28,['black metal'],https://www.last.fm/music/Dark+Funeral/The+Secrets+of+the+Black+Arts,9.37,Dark Funeral,The Secrets of the Black Arts
Trivium,Ascendancy,,"['albums i own', 'metal', '2005']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/aacead0df4fd4d53852079898deaa313.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/aacead0df4fd4d53852079898deaa313.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/aacead0df4fd4d53852079898deaa313.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aacead0df4fd4d53852079898deaa313.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aacead0df4fd4d53852079898deaa313.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/aacead0df4fd4d53852079898deaa313.png', 'size': ''}]",526939,20970e86-7622-4b04-998d-9e480ffecc0d,10800391,2005-03-07,"['metalcore', 'thrash metal']",https://www.last.fm/music/Trivium/Ascendancy,11.33,Trivium,Ascendancy
Faith No More,The Real Thing,,"['albums i own', 'alternative rock', '1989', 'rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b5ff05d02ce9972cb4b66516e5c9e140.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b5ff05d02ce9972cb4b66516e5c9e140.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b5ff05d02ce9972cb4b66516e5c9e140.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b5ff05d02ce9972cb4b66516e5c9e140.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b5ff05d02ce9972cb4b66516e5c9e140.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b5ff05d02ce9972cb4b66516e5c9e140.png', 'size': ''}]",526554,bdc6f2fe-cc88-3bdc-93f9-4c69d1f94d64,6856438,1989-06-20,['alternative metal'],https://www.last.fm/music/Faith+No+More/The+Real+Thing,13.0,Faith No More,The Real Thing
Kreator,Phantom Antichrist,,"['albums i own', '2012', 'melodic diarrhea metal', 'jesus i want to vomit']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4daf33ef4ad04f92ac2a85ed927d16ed.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4daf33ef4ad04f92ac2a85ed927d16ed.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4daf33ef4ad04f92ac2a85ed927d16ed.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4daf33ef4ad04f92ac2a85ed927d16ed.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4daf33ef4ad04f92ac2a85ed927d16ed.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4daf33ef4ad04f92ac2a85ed927d16ed.png', 'size': ''}]",52639,e40a0538-e0ef-4e39-9703-d86d3c44408f,1679196,2012-05-30,['thrash metal'],https://www.last.fm/music/Kreator/Phantom+Antichrist,18.360000000000003,Kreator,Phantom Antichrist
Symphony X,V: The New Mythology Suite,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/2917d2fcf742bbb107af9af35dd107f3.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/2917d2fcf742bbb107af9af35dd107f3.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/2917d2fcf742bbb107af9af35dd107f3.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2917d2fcf742bbb107af9af35dd107f3.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2917d2fcf742bbb107af9af35dd107f3.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2917d2fcf742bbb107af9af35dd107f3.png', 'size': ''}]",52638,27327cd1-9695-445d-abc6-1f5ac70cc1d5,1610336,2000-07-26,"['progressive metal', 'symphonic metal', 'power metal']",https://www.last.fm/music/Symphony+X/V:+The+New+Mythology+Suite,14.230000000000002,Symphony X,V: The New Mythology Suite
Deathspell Omega,Paracletus,,['2010'],"[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/e0893f3b967546a48815bc41c424e04e.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/e0893f3b967546a48815bc41c424e04e.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/e0893f3b967546a48815bc41c424e04e.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e0893f3b967546a48815bc41c424e04e.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e0893f3b967546a48815bc41c424e04e.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e0893f3b967546a48815bc41c424e04e.png', 'size': ''}]",52468,38fc41d1-a027-42f5-9422-73efd50612de,1934847,2010-11-08,"['black metal', 'progressive black metal', 'avant-garde black metal', 'post-black metal']",https://www.last.fm/music/Deathspell+Omega/Paracletus,17.85,Deathspell Omega,Paracletus
Wolves in the Throne Room,Diadem Of 12 Stars,,"['2006', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/a90356b3a397c8fd829786b25c763eba.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/a90356b3a397c8fd829786b25c763eba.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/a90356b3a397c8fd829786b25c763eba.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a90356b3a397c8fd829786b25c763eba.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a90356b3a397c8fd829786b25c763eba.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a90356b3a397c8fd829786b25c763eba.png', 'size': ''}]",52425,d6414113-609d-4abb-9ada-10731f9d64a0,652353,2006-02,"['black metal', 'atmospheric black metal', 'ambient black metal']",https://www.last.fm/music/Wolves+in+the+Throne+Room/Diadem+Of+12+Stars,10.67,Wolves in the Throne Room,Diadem of 12 Stars
Bolt Thrower,The IVth Crusade,,"['old school death metal', '1992', 'albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b1c787b1b1151b318bf63d6958b0dc35.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b1c787b1b1151b318bf63d6958b0dc35.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b1c787b1b1151b318bf63d6958b0dc35.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b1c787b1b1151b318bf63d6958b0dc35.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b1c787b1b1151b318bf63d6958b0dc35.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b1c787b1b1151b318bf63d6958b0dc35.png', 'size': ''}]",52414,c84e41dc-6eef-3bcd-a33a-a2f64a0999ba,1181421,1992-10,['death metal'],https://www.last.fm/music/Bolt+Thrower/The+IVth+Crusade,16.0,Bolt Thrower,The IVth Crusade
Morbid Angel,Formulas Fatal To The Flesh,,"['albums i own', 'old school death metal', '1998', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/bdd9b57e53722d7ae87423271650030b.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/bdd9b57e53722d7ae87423271650030b.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/bdd9b57e53722d7ae87423271650030b.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bdd9b57e53722d7ae87423271650030b.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bdd9b57e53722d7ae87423271650030b.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bdd9b57e53722d7ae87423271650030b.png', 'size': ''}]",52150,01ead8d9-8fa2-4507-a8f3-f7601d00244c,1025441,1998-02-04,['death metal'],https://www.last.fm/music/Morbid+Angel/Formulas+Fatal+To+The+Flesh,14.29,Morbid Angel,Formulas Fatal to the Flesh
Bolt Thrower,War Master,,"['albums i own', 'old school death metal', '1991', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/ab4afe58c4b2c98670369c52ff93b9dd.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/ab4afe58c4b2c98670369c52ff93b9dd.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/ab4afe58c4b2c98670369c52ff93b9dd.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ab4afe58c4b2c98670369c52ff93b9dd.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ab4afe58c4b2c98670369c52ff93b9dd.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/ab4afe58c4b2c98670369c52ff93b9dd.png', 'size': ''}]",52060,514760f9-8ed4-4c71-b644-c547ede1c64f,867764,1991-09,['death metal'],https://www.last.fm/music/Bolt+Thrower/War+Master,9.75,Bolt Thrower,War Master
Spectral Lore,III,,"['2014', 'best of 2014', 'ambient', '10s']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/90fbca5708cb4080c034aaddc8e76c6c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/90fbca5708cb4080c034aaddc8e76c6c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/90fbca5708cb4080c034aaddc8e76c6c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/90fbca5708cb4080c034aaddc8e76c6c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/90fbca5708cb4080c034aaddc8e76c6c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/90fbca5708cb4080c034aaddc8e76c6c.png', 'size': ''}]",5197,f4243132-6bf9-4420-ade5-efb195f531df,82055,2014-05-02,['ambient black metal'],https://www.last.fm/music/Spectral+Lore/III,9.2,Spectral Lore,III
Pantera,Vulgar Display of Power,,"['albums i own', 'groove metal', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/cef42591ca14216432000cb6fc3da689.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/cef42591ca14216432000cb6fc3da689.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/cef42591ca14216432000cb6fc3da689.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cef42591ca14216432000cb6fc3da689.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cef42591ca14216432000cb6fc3da689.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cef42591ca14216432000cb6fc3da689.png', 'size': ''}]",519594,7c5be5b8-9f31-4d3f-9ec3-d503069e0fba,12438458,1992-02-25,"['thrash metal', 'heavy metal']",https://www.last.fm/music/Pantera/Vulgar+Display+of+Power,22.16,Pantera,Vulgar Display of Power
Type O Negative,"Slow, Deep and Hard",,"['albums i own', '1991', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/8449bd53030e4f4888e9c259f1e95eeb.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/8449bd53030e4f4888e9c259f1e95eeb.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/8449bd53030e4f4888e9c259f1e95eeb.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8449bd53030e4f4888e9c259f1e95eeb.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8449bd53030e4f4888e9c259f1e95eeb.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8449bd53030e4f4888e9c259f1e95eeb.png', 'size': ''}]",51776,024d27d2-a238-4168-a9a3-87a2b50696d1,587278,1991-06-04,"['doom metal', 'gothic metal']","https://www.last.fm/music/Type+O+Negative/Slow,+Deep+and+Hard",17.7,Type O Negative,"Slow, Deep and Hard"
