artist,album,0,ignored tags,image,listeners,mbid,playcount,release-date,tags,url,MA_score,MA_artist,MA_album
Enslaved,Eld,,"['1997', 'albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/f26bbfdaa2fb4ca2b7d255d8c372b50c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/f26bbfdaa2fb4ca2b7d255d8c372b50c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/f26bbfdaa2fb4ca2b7d255d8c372b50c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f26bbfdaa2fb4ca2b7d255d8c372b50c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f26bbfdaa2fb4ca2b7d255d8c372b50c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f26bbfdaa2fb4ca2b7d255d8c372b50c.png', 'size': ''}]",24723,f2e77801-c099-4f25-9857-c7309540a4b3,382102,1997-03-21,"['black metal', 'viking metal']",https://www.last.fm/music/Enslaved/Eld,10.67,Enslaved,Eld
Spawn of Possession,Incurso,,"['2012', 'brutal technical death metal', 'best of 2012']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/e6066b33c157430a9f1ffd644ddd2b5d.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/e6066b33c157430a9f1ffd644ddd2b5d.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/e6066b33c157430a9f1ffd644ddd2b5d.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e6066b33c157430a9f1ffd644ddd2b5d.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e6066b33c157430a9f1ffd644ddd2b5d.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e6066b33c157430a9f1ffd644ddd2b5d.png', 'size': ''}]",24678,df74836c-447a-44d1-a9e3-b737a06a8d2c,547226,2012-03-13,"['technical death metal', 'death metal']",https://www.last.fm/music/Spawn+of+Possession/Incurso,11.81,Spawn of Possession,Incurso
Gojira,From Mars to Sirius,,"['whalecore', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/1a9f1a24a07ee6031ee76f0bdc175625.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/1a9f1a24a07ee6031ee76f0bdc175625.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/1a9f1a24a07ee6031ee76f0bdc175625.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1a9f1a24a07ee6031ee76f0bdc175625.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1a9f1a24a07ee6031ee76f0bdc175625.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1a9f1a24a07ee6031ee76f0bdc175625.png', 'size': ''}]",246193,a430ab40-b6ad-3add-98fe-276d5251a42b,8572076,2005-09-27,"['progressive death metal', 'progressive metal', 'death metal']",https://www.last.fm/music/Gojira/From+Mars+to+Sirius,16.229999999999997,Gojira,From Mars to Sirius
Iron Maiden,A Matter of Life and Death,,"['albums i own', 'metal', '2006']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/9a2df69b76e05f314ed31524d23055e6.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/9a2df69b76e05f314ed31524d23055e6.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/9a2df69b76e05f314ed31524d23055e6.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9a2df69b76e05f314ed31524d23055e6.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9a2df69b76e05f314ed31524d23055e6.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9a2df69b76e05f314ed31524d23055e6.png', 'size': ''}]",245279,c113fccc-77b9-326d-9318-ec6dacc8923f,6681755,2006-08-28,"['heavy metal', 'progressive metal']",https://www.last.fm/music/Iron+Maiden/A+Matter+of+Life+and+Death,22.92,Iron Maiden,A Matter of Life and Death
Keep of Kalessin,Kolossus,,"['albums i own', '2008', 'melodic black metal', 'favourite albums']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/1ecf9a8e43c597aafcc8f8d1f13a697f.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/1ecf9a8e43c597aafcc8f8d1f13a697f.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/1ecf9a8e43c597aafcc8f8d1f13a697f.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1ecf9a8e43c597aafcc8f8d1f13a697f.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1ecf9a8e43c597aafcc8f8d1f13a697f.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1ecf9a8e43c597aafcc8f8d1f13a697f.png', 'size': ''}]",24422,1c008160-aed3-37be-a3ae-85eebe96def7,595365,2008-06-06,['black metal'],https://www.last.fm/music/Keep+of+Kalessin/Kolossus,10.12,Keep of Kalessin,Kolossus
Candlemass,Death Magic Doom,,"['2009', 'traditional doom metal', '2000s']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/3df0154ae2a8449e9664fc2df6d4e9a5.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/3df0154ae2a8449e9664fc2df6d4e9a5.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/3df0154ae2a8449e9664fc2df6d4e9a5.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3df0154ae2a8449e9664fc2df6d4e9a5.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3df0154ae2a8449e9664fc2df6d4e9a5.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3df0154ae2a8449e9664fc2df6d4e9a5.png', 'size': ''}]",24382,9ee02917-5c87-49c5-9981-f2032c6cb6a7,557534,2009-04-01,"['doom metal', 'heavy metal']",https://www.last.fm/music/Candlemass/Death+Magic+Doom,10.010000000000002,Candlemass,Death Magic Doom
Xasthur,Telepathic With the Deceased,,"['albums i own', 'dark']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/8d14ae2db054dc6d69462cf302ca646a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/8d14ae2db054dc6d69462cf302ca646a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/8d14ae2db054dc6d69462cf302ca646a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8d14ae2db054dc6d69462cf302ca646a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8d14ae2db054dc6d69462cf302ca646a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8d14ae2db054dc6d69462cf302ca646a.png', 'size': ''}]",24258,bb36ae6a-88dd-45d7-8e3f-46706708d220,388017,2004-06,"['black metal', 'depressive black metal', 'doom metal']",https://www.last.fm/music/Xasthur/Telepathic+With+the+Deceased,9.11,Xasthur,Telepathic with the Deceased
Voivod,War And Pain,,"['1984', 'albums i own', 'metalpunk', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/9fcda7ae563ebc9641919b6d70c9b99a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/9fcda7ae563ebc9641919b6d70c9b99a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/9fcda7ae563ebc9641919b6d70c9b99a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9fcda7ae563ebc9641919b6d70c9b99a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9fcda7ae563ebc9641919b6d70c9b99a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9fcda7ae563ebc9641919b6d70c9b99a.png', 'size': ''}]",24140,685634fc-5dcb-3fa2-937b-8b88eda7d08b,307627,1984-08-10,['thrash metal'],https://www.last.fm/music/Voivod/War+And+Pain,10.54,Voivod,War and Pain
Queensrÿche,The Warning,,"['albums i own', 'metal', 'rock']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/3f28166e9947e5004deded7efaa2fffa.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/3f28166e9947e5004deded7efaa2fffa.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/3f28166e9947e5004deded7efaa2fffa.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3f28166e9947e5004deded7efaa2fffa.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3f28166e9947e5004deded7efaa2fffa.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3f28166e9947e5004deded7efaa2fffa.png', 'size': ''}]",24123,55c6f87f-c79c-4319-9a08-55027853884d,373316,1983,"['progressive metal', 'heavy metal']",https://www.last.fm/music/Queensr%C3%BFche/The+Warning,9.18,Queensrÿche,The Warning
Dream Theater,Octavarium,,"['albums i own', 'progressive rock', 'progressive', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/62f3f346041249d0ad4d69ccffb6c72d.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/62f3f346041249d0ad4d69ccffb6c72d.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/62f3f346041249d0ad4d69ccffb6c72d.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62f3f346041249d0ad4d69ccffb6c72d.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62f3f346041249d0ad4d69ccffb6c72d.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/62f3f346041249d0ad4d69ccffb6c72d.png', 'size': ''}]",240927,9c12794e-79df-4be1-997e-ad100efe8b08,6610563,2005-06-06,['progressive metal'],https://www.last.fm/music/Dream+Theater/Octavarium,12.7,Dream Theater,Octavarium
Nightwish,Angels Fall First,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/eee4c7b27c344af9cabb542a852d5679.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/eee4c7b27c344af9cabb542a852d5679.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/eee4c7b27c344af9cabb542a852d5679.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/eee4c7b27c344af9cabb542a852d5679.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/eee4c7b27c344af9cabb542a852d5679.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/eee4c7b27c344af9cabb542a852d5679.png', 'size': ''}]",240654,2756c819-b6d7-3052-9ff8-8c05e65eb5df,6309860,1997-11-01,"['symphonic metal', 'gothic metal', 'power metal']",https://www.last.fm/music/Nightwish/Angels+Fall+First,14.71,Nightwish,Angels Fall First
Drudkh,Microcosmos,,"['2009', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/36339bb78ad34ac6ca6282c5efa118a4.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/36339bb78ad34ac6ca6282c5efa118a4.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/36339bb78ad34ac6ca6282c5efa118a4.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/36339bb78ad34ac6ca6282c5efa118a4.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/36339bb78ad34ac6ca6282c5efa118a4.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/36339bb78ad34ac6ca6282c5efa118a4.png', 'size': ''}]",24052,8ee60e22-6320-4d7c-91ee-226ac937cb72,527143,2009-06-22,"['black metal', 'atmospheric black metal', 'folk metal']",https://www.last.fm/music/Drudkh/Microcosmos,9.74,Drudkh,Microcosmos
Asphyx,Deathhammer,,"['2012', 'metal', 'best of 2012', 'old school death metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/118407f82a7e462690e4c6973311b001.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/118407f82a7e462690e4c6973311b001.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/118407f82a7e462690e4c6973311b001.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/118407f82a7e462690e4c6973311b001.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/118407f82a7e462690e4c6973311b001.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/118407f82a7e462690e4c6973311b001.png', 'size': ''}]",24017,8d6be427-76c7-43a2-8dd6-f2aab32b5a49,512176,2012-02-24,['death metal'],https://www.last.fm/music/Asphyx/Deathhammer,10.34,Asphyx,Deathhammer
Malevolent Creation,The Ten Commandments,,"['old school death metal', 'metal', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/6b2422a21082482caa080bbfb17c29cd.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/6b2422a21082482caa080bbfb17c29cd.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/6b2422a21082482caa080bbfb17c29cd.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6b2422a21082482caa080bbfb17c29cd.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6b2422a21082482caa080bbfb17c29cd.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6b2422a21082482caa080bbfb17c29cd.png', 'size': ''}]",23988,50c8fdc7-3a08-43ce-8037-945281d5799c,448964,1991-04-09,"['death metal', 'thrash metal']",https://www.last.fm/music/Malevolent+Creation/The+Ten+Commandments,14.09,Malevolent Creation,The Ten Commandments
Dream Theater,Awake,,"['albums i own', 'progressive rock', 'metal', 'progressive']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/bd67567d5fc4672dd6ce4deb702f0f92.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/bd67567d5fc4672dd6ce4deb702f0f92.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/bd67567d5fc4672dd6ce4deb702f0f92.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bd67567d5fc4672dd6ce4deb702f0f92.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bd67567d5fc4672dd6ce4deb702f0f92.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bd67567d5fc4672dd6ce4deb702f0f92.png', 'size': ''}]",239512,e5544c68-43e9-4754-9239-b618454557f4,6843644,1994-10-04,['progressive metal'],https://www.last.fm/music/Dream+Theater/Awake,10.24,Dream Theater,Awake
At the Gates,Slaughter of the Soul,,"['albums i own', '1995', 'favorite albums']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/255373375fc6c3c2ed5c82de58293d02.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/255373375fc6c3c2ed5c82de58293d02.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/255373375fc6c3c2ed5c82de58293d02.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/255373375fc6c3c2ed5c82de58293d02.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/255373375fc6c3c2ed5c82de58293d02.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/255373375fc6c3c2ed5c82de58293d02.png', 'size': ''}]",236470,b903e4ba-ec55-442c-91e4-6e0633f163b2,6127704,1995-11-14,"['melodic death metal', 'death metal']",https://www.last.fm/music/At+the+Gates/Slaughter+of+the+Soul,21.18,At the Gates,Slaughter of the Soul
Nokturnal Mortum,Нехристь,,"['best of 1999', 'ns folk metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/2aff03d9d0e7400aa9ce37d326f1b4cf.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/2aff03d9d0e7400aa9ce37d326f1b4cf.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/2aff03d9d0e7400aa9ce37d326f1b4cf.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2aff03d9d0e7400aa9ce37d326f1b4cf.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2aff03d9d0e7400aa9ce37d326f1b4cf.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/2aff03d9d0e7400aa9ce37d326f1b4cf.png', 'size': ''}]",2363,fac8b819-c03d-47e1-83a5-385739f3f25b,56552,1999,"['black metal', 'pagan black metal']",https://www.last.fm/music/Nokturnal+Mortum/%D0%9D%D0%B5%D1%85%D1%80%D0%B8%D1%81%D1%82%D1%8C,12.09,Nokturnal Mortum,Нехристь
Accept,Balls to the Wall,,"['hard rock', '1983', 'metal', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/cb1db3773632497ac90a0371228f36a8.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/cb1db3773632497ac90a0371228f36a8.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/cb1db3773632497ac90a0371228f36a8.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cb1db3773632497ac90a0371228f36a8.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cb1db3773632497ac90a0371228f36a8.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cb1db3773632497ac90a0371228f36a8.png', 'size': ''}]",235113,bcfe90f5-f8dc-4602-b7e8-2b473ac20c18,2277027,1983,['heavy metal'],https://www.last.fm/music/Accept/Balls+to+the+Wall,9.58,Accept,Balls to the Wall
Pantera,Reinventing the Steel,,"['groove metal', 'albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/44920c69a34f4434ab07d34df40633c1.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/44920c69a34f4434ab07d34df40633c1.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/44920c69a34f4434ab07d34df40633c1.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/44920c69a34f4434ab07d34df40633c1.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/44920c69a34f4434ab07d34df40633c1.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/44920c69a34f4434ab07d34df40633c1.png', 'size': ''}]",231367,1bd9f234-03e1-31d2-858b-d20ab59d3196,3890791,2000-03-14,"['thrash metal', 'heavy metal']",https://www.last.fm/music/Pantera/Reinventing+the+Steel,10.22,Pantera,Reinventing the Steel
Mgła,With Hearts Toward None,,"['2012', 'albums i own', 'best of 2012', 'favourite albums']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/21f05533611b4502a47d2a202e1984b2.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/21f05533611b4502a47d2a202e1984b2.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/21f05533611b4502a47d2a202e1984b2.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/21f05533611b4502a47d2a202e1984b2.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/21f05533611b4502a47d2a202e1984b2.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/21f05533611b4502a47d2a202e1984b2.png', 'size': ''}]",23133,557526dd-b67f-4c5c-ab26-a8049ec4974c,1023199,2012-02-28,['black metal'],https://www.last.fm/music/Mg%C5%82a/With+Hearts+Toward+None,11.56,Mgła,With Hearts Toward None
Mastodon,Blood Mountain,,"['albums i own', 'sludge metal', '2006', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/6fc693ce642a342710bdd9a7e0fdbbe9.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/6fc693ce642a342710bdd9a7e0fdbbe9.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/6fc693ce642a342710bdd9a7e0fdbbe9.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6fc693ce642a342710bdd9a7e0fdbbe9.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6fc693ce642a342710bdd9a7e0fdbbe9.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6fc693ce642a342710bdd9a7e0fdbbe9.png', 'size': ''}]",230761,8d683762-19ec-4f8f-8714-ab3cabe115fe,8775856,2006-09-08,['progressive metal'],https://www.last.fm/music/Mastodon/Blood+Mountain,16.09,Mastodon,Blood Mountain
Amon Amarth,With Oden On Our Side,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/030a41a12e6e47db9eb6102fde584ffe.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/030a41a12e6e47db9eb6102fde584ffe.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/030a41a12e6e47db9eb6102fde584ffe.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/030a41a12e6e47db9eb6102fde584ffe.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/030a41a12e6e47db9eb6102fde584ffe.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/030a41a12e6e47db9eb6102fde584ffe.png', 'size': ''}]",230061,5e01dbe1-8b82-3607-a676-e1367454c0d7,6976541,2006-09-20,"['melodic death metal', 'viking metal', 'death metal']",https://www.last.fm/music/Amon+Amarth/With+Oden+On+Our+Side,22.4,Amon Amarth,With Oden on Our Side
Grave Digger,The Grave Digger,,"['favorite albums', '2001']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/8d59581f929c43b5c3be59e774722cc7.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/8d59581f929c43b5c3be59e774722cc7.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/8d59581f929c43b5c3be59e774722cc7.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8d59581f929c43b5c3be59e774722cc7.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8d59581f929c43b5c3be59e774722cc7.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8d59581f929c43b5c3be59e774722cc7.png', 'size': ''}]",23002,93ee3511-f2d0-432e-a4ba-db7983b92598,335928,2001-10-22,"['heavy metal', 'thrash metal', 'power metal']",https://www.last.fm/music/Grave+Digger/The+Grave+Digger,10.6,Grave Digger,The Grave Digger
Forbidden,Forbidden Evil,,"['technical thrash metal', '1988', 'bay area thrash metal', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/67c7c6c78fbb6594bdfdb73afc0f5458.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/67c7c6c78fbb6594bdfdb73afc0f5458.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/67c7c6c78fbb6594bdfdb73afc0f5458.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/67c7c6c78fbb6594bdfdb73afc0f5458.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/67c7c6c78fbb6594bdfdb73afc0f5458.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/67c7c6c78fbb6594bdfdb73afc0f5458.png', 'size': ''}]",22954,c8c73fc1-0e91-3e72-8bff-17189891fb45,452461,1988-09-30,['thrash metal'],https://www.last.fm/music/Forbidden/Forbidden+Evil,11.91,Forbidden,Forbidden Evil
